num_sections,dll_characteristics,max_section_entropy,num_dlls,dangerous_api_count,num_rwe_sections,characteristics,is_ep_in_unexpected_section,avg_section_entropy,num_imports,size_of_image,api_list,label
10,32768,6.06192121,3,0,0,550,0,2.815416819,72,73728,libintl_bindtextdomain libintl_gettext libintl_setlocale libintl_textdomain __assert_func __cxa_atexit __errno __getreent __locale_ctype_ptr __locale_mb_cur_max __main __memcpy_chk __sprintf_chk __strcpy_chk __swbuf_r _dll_crt0 _exit _impure_ptr abort calloc cygwin_internal dll_dllcrt0 endgrent endpwent error exit fclose fprintf fputc_unlocked fputs_unlocked free fwrite getegid getenv geteuid getgid getgrgid getgrnam getgrouplist getgroups getopt_long getpwnam getpwuid getuid iswprint malloc mbrtowc mbsinit memcmp memcpy memset msys_detach_dll nl_langinfo optind posix_memalign printf program_invocation_name program_invocation_short_name pthread_mutex_lock pthread_mutex_unlock realloc setlocale strchr strcmp strcpy strlen strncmp strrchr strtoul GetACP GetModuleHandleA GetModuleHandleW,0
10,32768,6.170835232,4,0,0,558,0,2.677393498,82,86016,_nc_align_termtype _nc_doalloc _nc_err_abort _nc_find_entry _nc_first_db _nc_first_name _nc_get_hash_table _nc_head _nc_last_db _nc_next_db _nc_read_entry2 _nc_read_file_entry _nc_rootname _nc_set_source _nc_tail _nc_tracing _nc_trim_sgr0 _nc_user_definable _nc_warning boolcodes boolfnames boolnames curses_version numcodes numfnames numnames strcodes strfnames strnames use_extended_names _nc_capcmp _nc_disable_period _nc_entry_match _nc_infotocap _nc_read_entry_source _nc_resolve_uses2 _nc_strict_bsd _nc_tic_expand _nc_write_object __cxa_atexit __getreent __locale_ctype_ptr __main _dll_crt0 _impure_ptr atoi calloc cygwin_internal dll_dllcrt0 exit fprintf fputc fputs free freopen fwrite getenv getopt malloc memcpy msys_detach_dll optarg optind perror posix_memalign printf putchar puts realloc sprintf stpcpy strcat strchr strcmp strcpy strlen strncmp strncpy strspn strtok strtol GetModuleHandleA,0
10,32768,6.154406492,4,0,0,558,0,2.98900827,116,114688,_nc_curr_col _nc_curr_line _nc_doalloc _nc_find_entry _nc_find_user_entry _nc_first_name _nc_get_hash_table _nc_head _nc_home_terminfo _nc_name_match _nc_pathlast _nc_reset_tparm _nc_rootname _nc_set_source _nc_set_type _nc_tail _nc_tic_dir _nc_tinfo_fkeys _nc_tiparm _nc_tparm_analyze _nc_tparm_err _nc_tracing _nc_trim_sgr0 _nc_user_definable _nc_visbuf _nc_visbuf2 _nc_warning boolcodes boolfnames boolnames curses_version keyname numcodes numfnames numnames strcodes strfnames strnames tgoto tigetflag tigetstr tparm use_extended_names _nc_capcmp _nc_check_termtype2 _nc_disable_period _nc_infotocap _nc_read_entry_source _nc_resolve_uses2 _nc_set_writedir _nc_strict_bsd _nc_syntax _nc_tic_expand _nc_tic_written _nc_write_entry _nc_write_object __cxa_atexit __errno __getreent __locale_ctype_ptr __main _dll_crt0 _impure_ptr access atoi calloc cygwin_internal dll_dllcrt0 exit fclose fdopen fflush fgetc fgets fopen fprintf fputc fputs free fseek fwrite getenv getopt malloc memcmp memcpy mkstemp msys_detach_dll optarg optind perror posix_memalign printf putchar puts realloc remove rewind sprintf sscanf stat stpcpy strchr strcmp strcpy strdup strerror strlen strncmp strncpy strstr strtol tolower umask GetModuleHandleA GetModuleHandleW,0
10,32768,6.260158393,3,0,0,550,0,3.283745973,166,180224,libintl_bindtextdomain libintl_gettext libintl_setlocale libintl_textdomain __assert_func __cxa_atexit __errno __getreent __locale_ctype_ptr __locale_mb_cur_max __main __memcpy_chk __sprintf_chk __strcpy_chk __swbuf_r _dll_crt0 _exit _impure_ptr abort access acl_delete_def_file acl_entries acl_free acl_from_mode acl_get_entry acl_get_fd acl_get_file acl_get_tag_type acl_set_fd acl_set_file calloc canonicalize_file_name chdir chmod chown clock_gettime close closedir cygwin_conv_path cygwin_internal dirfd dll_dllcrt0 endgrent endpwent error euidaccess execlp exit explicit_bzero fchdir fchmod fchown fclose fcntl fdopen fdopendir fflush fileno fopen fork fpathconf fprintf fputc_unlocked fputs_unlocked fread_unlocked free frexp fseeko fstat fstatat ftruncate futimens futimesat fwrite fwrite_unlocked getcwd getenv geteuid getgid getgrnam getline getopt_long getpagesize getpid getppid getpwnam gettimeofday getuid iswprint lchown ldexp link linkat lseek lstat malloc mbrtowc mbsinit memchr memcmp memcpy memrchr memset mkdir mkfifo mknod msys_detach_dll nl_langinfo open openat opendir optarg optind pathconf posix_fadvise posix_memalign printf program_invocation_name program_invocation_short_name pthread_mutex_lock pthread_mutex_unlock putc_unlocked qsort raise read readdir readlink readlinkat realloc rename renameat renameat2 rewinddir rmdir rpmatch setlocale setvbuf signal snprintf sprintf stat stpcpy stpncpy strcasecmp strcat strchr strcmp strcpy strlen strncmp strrchr strspn strtoumax symlinkat tolower toupper umask unlink unlinkat utimensat utimes waitpid write GetACP GetModuleHandleA GetModuleHandleW,0
10,32768,6.062573814,3,0,0,550,0,3.032134475,74,81920,libintl_bindtextdomain libintl_gettext libintl_setlocale libintl_textdomain __assert_func __cxa_atexit __errno __getreent __locale_ctype_ptr __locale_mb_cur_max __main __memcpy_chk __sprintf_chk __strcpy_chk __swbuf_r _dll_crt0 _exit _impure_ptr abort calloc close cygwin_internal dll_dllcrt0 error exit fclose fcntl fdopen fileno fopen fprintf fputc_unlocked fputs_unlocked free fwrite fwrite_unlocked getc_unlocked getenv getopt_long iswprint malloc mbrtowc mbsinit memchr memcmp memcpy memset msys_detach_dll nl_langinfo optarg optind posix_fadvise posix_memalign printf program_invocation_name program_invocation_short_name pthread_mutex_lock pthread_mutex_unlock realloc setlocale strchr strcmp strcoll strcpy strlen strncmp strpbrk strrchr strtoul strtoumax toupper GetACP GetModuleHandleA GetModuleHandleW,0
10,32768,6.248290112,7,0,0,550,0,3.439364525,208,184320,gcry_calloc gcry_check_version gcry_cipher_algo_name gcry_control gcry_create_nonce gcry_free gcry_malloc gcry_malloc_secure gcry_md_close gcry_md_hash_buffer gcry_md_open gcry_md_read gcry_md_write gcry_mpi_get_flag gcry_mpi_get_opaque gcry_mpi_set_opaque gcry_pk_get_curve gcry_pk_get_keygrip gcry_realloc gcry_set_fatalerror_handler gcry_set_log_handler gcry_set_outofcore_handler gcry_sexp_build gcry_sexp_canon_len gcry_sexp_release gcry_sexp_sscan gcry_strdup gcry_xcalloc gcry_xmalloc gcry_xrealloc gcry_xstrdup _gpgrt_get_std_stream _gpgrt_log_assert gpg_err_code_from_errno gpg_err_code_from_syserror gpg_err_code_to_errno gpg_err_init gpg_err_set_errno gpg_strerror gpgrt_access gpgrt_argparse gpgrt_chdir gpgrt_clearerr gpgrt_fclose gpgrt_ferror gpgrt_fflush gpgrt_fgetc gpgrt_fileno gpgrt_fopen gpgrt_fputc gpgrt_fputs gpgrt_fread gpgrt_fseek gpgrt_fseeko gpgrt_ftello gpgrt_fwrite gpgrt_get_errorcount gpgrt_getcwd gpgrt_log gpgrt_log_bug gpgrt_log_debug gpgrt_log_error gpgrt_log_fatal gpgrt_log_get_prefix gpgrt_log_info gpgrt_log_printf gpgrt_log_set_prefix gpgrt_log_set_socket_dir_cb gpgrt_logv gpgrt_mkdir gpgrt_opaque_get gpgrt_opaque_set gpgrt_read gpgrt_read_line gpgrt_reallocarray gpgrt_set_alloc_func gpgrt_set_fixed_string_mapper gpgrt_set_strusage gpgrt_set_usage_outfnc gpgrt_setvbuf gpgrt_snprintf gpgrt_vasprintf gpgrt_write gpgrt_write_sanitized ksba_cert_get_image ksba_cert_get_issuer ksba_cert_get_public_key ksba_cert_get_serial ksba_cert_get_subject ksba_cert_new ksba_cert_read_der ksba_cert_release ksba_reader_new ksba_reader_release ksba_reader_set_mem ksba_set_malloc_hooks __assert_func __cxa_atexit __errno __getreent __locale_ctype_ptr __main _dll_crt0 _impure_ptr abort atoi calloc chmod close closedir cygwin_internal difftime dll_dllcrt0 dup exit explicit_bzero fcntl fprintf free fstat fsync fwrite getenv getpid getppid getpwnam getpwuid getrlimit getsockname getuid gmtime gmtime_r initgroups kill link localtime lseek malloc memchr memcmp memcpy memmove memset mktime msys_detach_dll nanosleep nl_langinfo open opendir posix_memalign printf putc putchar qsort raise read readdir readlink realloc remove rename rmdir select setenv setrlimit setuid sigaction sigemptyset sigfillset sigprocmask sleep sprintf stat stpcpy strchr strcmp strcpy strcspn strerror strftime strlen strncasecmp strncmp strncpy strpbrk strrchr strstr strtoul sys_siglist time timegm tmpfile toupper uname uname_x unlink unsetenv write libiconv libiconv_close libiconv_open libintl_bind_textdomain_codeset libintl_bindtextdomain libintl_gettext libintl_setlocale libintl_textdomain GetModuleHandleA GetModuleHandleW,0
10,32768,5.85371549,3,1,0,550,0,2.578526581,61,49152,AdjustTokenPrivileges LookupPrivilegeValueA OpenProcessToken CloseHandle CreateProcessW CreateToolhelp32Snapshot DuplicateHandle GetCurrentProcess GetExitCodeProcess GetFileAttributesW GetLastError GetModuleHandleA GetNativeSystemInfo GetProcAddress GetProcessId IsWow64Process OpenProcess Process32First Process32Next TerminateProcess WaitForSingleObject __getreent __main _dll_crt0 _impure_ptr atoi calloc cygwin_conv_path cygwin_internal cygwin_winpid_to_pid dll_dllcrt0 exit fprintf free fwrite getopt_long getpgid kill malloc msys_detach_dll optarg opterr optind optreset perror posix_memalign printf program_invocation_short_name puts realloc snprintf sprintf strcmp strncmp strtol strtoll strtosigno strtoul swprintf sys_sigabbrev wcslen,0
10,32768,5.706079692,3,1,0,550,0,2.462771371,59,49152,CloseHandle ContinueDebugEvent CreateFileMappingA CreateFileW CreateProcessW DebugSetProcessKillOnExit GetCurrentProcess GetFinalPathNameByHandleW GetLastError GetModuleHandleA IsBadReadPtr MapViewOfFile ReadProcessMemory SearchPathW TerminateProcess UnmapViewOfFile WaitForDebugEvent WriteProcessMemory GetModuleFileNameExW __errno __getreent __main _dll_crt0 _impure_ptr basename calloc cygwin_conv_path cygwin_internal dll_dllcrt0 exit fprintf free fwrite getopt_long malloc mbstowcs msys_detach_dll optind posix_memalign printf program_invocation_short_name puts realloc realpath setlocale strcasecmp strdup strerror strlen vfprintf wcscasecmp wcscat wcschr wcscmp wcscpy wcsdup wcslen wcsstr wcstombs,0
19,320,5.912853882,2,1,0,38,0,3.439045367,39,151552,DeleteCriticalSection EnterCriticalSection ExitProcess GetCommandLineW GetLastError GetStartupInfoA InitializeCriticalSection LeaveCriticalSection LoadLibraryExW SetUnhandledExceptionFilter Sleep TlsGetValue VirtualProtect VirtualQuery __C_specific_handler __getmainargs __initenv __iob_func __set_app_type __setusermatherr _acmdln _amsg_exit _cexit _commode _fmode _initterm _ismbblead atexit abort calloc exit fprintf free malloc memcpy signal strlen strncmp vfprintf,0
10,32768,6.213469519,4,0,0,550,0,3.767671753,93,303104,__errno __getreent __locale_ctype_ptr __main _dll_crt0 _impure_ptr atoi calloc close creat cygwin_internal dll_dllcrt0 dup exit fchmod fclose fgetc fgets fileno fopen fprintf free fstat fsync getc getenv getpid ioctl isatty iswupper kill longjmp lseek malloc memcpy memmove memset msys_detach_dll nanosleep nl_langinfo open pclose poll popen posix_memalign pthread_sigmask putc read realloc realpath rename setjmp setlocale sigemptyset signal sigprocmask snprintf sprintf stat stpcpy strchr strcmp strcpy strdup strerror strlen strncmp strncpy strsignal strstr system tcgetattr tcsetattr time towlower ttyname write PC ospeed tgetent tgetflag tgetnum tgetstr tgoto tputs pcre2_code_free_8 pcre2_compile_8 pcre2_get_error_message_8 pcre2_get_ovector_pointer_8 pcre2_match_8 pcre2_match_data_create_8 pcre2_match_data_free_8 GetModuleHandleA,0
